positiv;25.07.2016 09:15;   Hoping to win this great competition - have  and also follow you. legosdcc sdcc;[{u'indices': [43, 47], u'text': u'win'}, {u'indices': [59, 71], u'text': u'competition'}, {u'indices': [103, 112], u'text': u'legosdcc'}, {u'indices': [113, 118], u'text': u'sdcc'}]
positiv;25.07.2016 09:13;   I follow, I  this message :-) Good luck everyone who has entered this competition legosdcc sdcc;[{u'indices': [103, 115], u'text': u'competition'}, {u'indices': [116, 125], u'text': u'legosdcc'}, {u'indices': [126, 131], u'text': u'sdcc'}]
negativ;25.07.2016 09:14;  lol wtf? ;[]
neutral;25.07.2016 09:03;"  me too specially after SDCC ;))";[]
positiv;25.07.2016 08:56;  There's awesome panels and screenings at sdcc and NYCC . c2e2 can barely get anything that awesome. :(;[{u'indices': [73, 78], u'text': u'sdcc'}, {u'indices': [83, 88], u'text': u'NYCC'}, {u'indices': [91, 96], u'text': u'c2e2'}]
positiv;25.07.2016 08:56;" ;) did you like the justice league footage they dropped at sdcc? ";[]
positiv;25.07.2016 09:22; + HowardChaykin +  +  +  GREAT! SDCC SDCC2016 ;[{u'indices': [16, 30], u'text': u'HowardChaykin'}, {u'indices': [88, 93], u'text': u'SDCC'}, {u'indices': [94, 103], u'text': u'SDCC2016'}]
positiv;25.07.2016 09:17; ANNNNNNNNNNNND nothing else matters until I see this movie wonderwoman sdcc2016;[{u'indices': [83, 95], u'text': u'wonderwoman'}, {u'indices': [96, 105], u'text': u'sdcc2016'}]
neutral;25.07.2016 09:07; any idea when SDCC exclusives will go on sale online? Looking to pick up a copy of the Magic: The Gathering promos. SDCC2016;[{u'indices': [128, 137], u'text': u'SDCC2016'}]
neutral;25.07.2016 09:19; did you know you were in the SDCC SPN panel intro??? ;[]
neutral;25.07.2016 09:11; first trailer at SDCC2016 JusticeLeague  ;[{u'indices': [32, 41], u'text': u'SDCC2016'}, {u'indices': [42, 56], u'text': u'JusticeLeague'}]
